X,Y,OBJECTID,SAMPLE_DATE,TIME,TIMEZONE,DEPTH,LOCATION,LATITUDE,LONGITUDE,NAME,COUNT_,HAB_ID
-9192529.7788,3200281.5433,181445,2004/02/17 00:00:00+00,,,2,Bishop Harbor 4,27.6131,-82.5779,Karenia brevis,94600,HABW040219-004
-8964877.7466,2876014.8472,181446,2004/02/17 00:00:00+00,,,0.5,Tavernier canal,25.0022,-80.532867,Karenia brevis,0,HABW040220-005
-8964877.7466,2890823.0962,181447,2004/02/17 00:00:00+00,,,0.5,Florida Bay,25.1227,-80.532867,Karenia brevis,0,HABW040220-006
-9001110.3484,2891210.3954,181448,2004/02/17 00:00:00+00,,,0.5,Florida Bay,25.12585,-80.85835,Karenia brevis,0,HABW040220-007
-9005019.5549,2893089.6143,181449,2004/02/17 00:00:00+00,,,0.5,Floirda Bay,25.141133,-80.893467,Karenia brevis,0,HABW040220-008
-8987330.8879,2896732.0317,181450,2004/02/17 00:00:00+00,,,0.5,Florida Bay,25.17075,-80.734567,Karenia brevis,0,HABW040220-009
-9200644.9697,3199326.7966,181451,2004/02/18 00:00:00+00,15:00,GMT,0.5,"Skyway Fishing Pier; South (Lower Tampa Bay)  ",27.6055,-82.6508,Karenia brevis,39000,HABW040218-006
-9210596.9321,3190912.813,181452,2004/02/18 00:00:00+00,16:00,GMT,0.5,Anna Maria Island Rod & Reel Pier (Lower Tampa Bay)  ,27.5385,-82.7402,Karenia brevis,80300,HABW040218-007
-9204783.8283,3179307.4255,181453,2004/02/18 00:00:00+00,16:36,GMT,0.5,Longboat Pass Boat Ramp (Sarasota Bay)  ,27.44602,-82.68798,Karenia brevis,6330,HABW040218-008
-9204607.9435,3181788.814,181454,2004/02/18 00:00:00+00,17:01,GMT,0.5,"Cortez; dock at Bells Fish Co.",27.4658,-82.6864,Karenia brevis,70300,HABW040218-009
-9202292.4981,3202718.9603,181455,2004/02/18 00:00:00+00,18:10,GMT,0.5,"Skyway Fishing Pier; North (Lower Tampa Bay)  ",27.6325,-82.6656,Karenia brevis,6000,HABW040218-010
-9192529.7788,3164962.2243,181456,2004/02/18 00:00:00+00,18:20,GMT,0.5,Bay Dock (Sarasota Bay)  ,27.3316,-82.5779,Karenia brevis,455000,HABW040218-801
-9192694.5316,3165231.64,181457,2004/02/18 00:00:00+00,18:15,GMT,0.5,New Pass Dock (Sarasota Bay)  ,27.33375,-82.57938,Karenia brevis,258000,HABW040218-802
-9192063.3501,3165254.196,181458,2004/02/18 00:00:00+00,15:15,GMT,0.5,BMet-N,27.33393,-82.57371,Karenia brevis,96000,HABW040218-803
-9192056.6709,3165194.0468,181459,2004/02/18 00:00:00+00,15:15,GMT,0.5,249 South,27.33345,-82.57365,Karenia brevis,90000,HABW040218-804
-9191990.9924,3165249.1835,181460,2004/02/18 00:00:00+00,15:15,GMT,0.5,250 East,27.33389,-82.57306,Karenia brevis,208000,HABW040218-805
-9205008.6937,3365467.7625,181461,2004/02/18 00:00:00+00,15:00,GMT,0.5,"Crystal River; Progress Energy",28.92,-82.69,Karenia brevis,0,HABW040220-003
-9205008.6937,3365467.7625,181462,2004/02/18 00:00:00+00,15:20,GMT,0.5,"Crystal River; Progress Energy",28.92,-82.69,Karenia brevis,0,HABW040220-004
-9199476.115,3211479.64,181463,2004/02/19 00:00:00+00,15:20,GMT,0.5,Pinellas Point,27.7022,-82.6403,Karenia brevis,4330,HABW040219-005
-9210474.4807,3200306.6691,181464,2004/02/19 00:00:00+00,15:10,GMT,0.5,"Mullet Key; Gulf Pier  ",27.6133,-82.7391,Karenia brevis,19700,HABW040219-006
-9210274.1056,3208965.2433,181465,2004/02/19 00:00:00+00,15:55,GMT,0.5,Pass-A-Grille,27.6822,-82.7373,Karenia brevis,19700,HABW040219-007
-9220738.1377,3226600.8889,181466,2004/02/19 00:00:00+00,15:05,GMT,0.5,Redington Pier  ,27.8224,-82.8313,Karenia brevis,1670,HABW040219-008
-9220804.9294,3246137.3505,181467,2004/02/19 00:00:00+00,18:07,GMT,0.5,Clearwater Pier 60 ,27.9775,-82.8319,Karenia brevis,4670,HABW040219-009
-9220116.975,3256323.5533,181468,2004/02/19 00:00:00+00,19:09,GMT,0.5,"Honeymoon Is; Beach",28.05828,-82.82572,Karenia brevis,4000,HABW040219-010
-9159423.3622,3100522.959,181469,2004/02/19 00:00:00+00,,,0.5,Gasparilla Pass ,26.816167,-82.2805,Karenia brevis,333,HABW040219-801
-9159423.3622,3100522.959,181470,2004/02/19 00:00:00+00,,,0.5,Gasparilla Pass ,26.816167,-82.2805,Karenia brevis,0,HABW040219-802
-9156317.5484,3100552.022,181471,2004/02/19 00:00:00+00,,,0.5,"Catfish Creek; mouth of (Gasparilla Sound) ",26.8164,-82.2526,Karenia brevis,0,HABW040219-803
-9154959.4506,3097409.0803,181472,2004/02/19 00:00:00+00,,,0.5,"Gasparilla Sound; east of mkr 12",26.7912,-82.2404,Karenia brevis,1000,HABW040219-804
-9154172.4218,3094354.1116,181473,2004/02/19 00:00:00+00,,,0.5,"Devilfish Key; Gasparilla Sound ",26.7667,-82.23333,Karenia brevis,0,HABW040219-805
-9153579.0889,3090938.3148,181474,2004/02/19 00:00:00+00,,,0.5,"Gasparilla Sound; mkr 1; East of",26.7393,-82.228,Karenia brevis,0,HABW040219-806
-9156952.0695,3087498.4171,181475,2004/02/19 00:00:00+00,,,0.5,Boca Grande Pass ,26.7117,-82.2583,Karenia brevis,333,HABW040219-807
-9152644.0052,3083523.632,181476,2004/02/19 00:00:00+00,,,0.5,"Mondongo Island; W of (Pine Island Sound) ",26.6798,-82.2196,Karenia brevis,667,HABW040219-808
-9148647.6355,3086663.4953,181477,2004/02/19 00:00:00+00,,,0.5,"Little Bokeelia Island; N of (Charlotte Harbor) ",26.705,-82.1837,Karenia brevis,0,HABW040219-809
-9149994.6013,3081443.2318,181478,2004/02/19 00:00:00+00,,,0.5,"Pine Island Sound; Part Island",26.6631,-82.1958,Karenia brevis,0,HABW040219-810
-9152688.533,3079475.2294,181479,2004/02/19 00:00:00+00,,,0.5,"Pine isl Sound; mkr 57 ICW",26.6473,-82.22,Karenia brevis,0,HABW040219-811
-9152799.8525,3074730.7228,181480,2004/02/19 00:00:00+00,,,0.5,Captiva Pass ,26.6092,-82.221,Karenia brevis,0,HABW040219-812
-9148502.9202,3075228.7594,181481,2004/02/19 00:00:00+00,,,0.5,Captiva Rocks (Pine Island Sound) ,26.6132,-82.1824,Karenia brevis,0,HABW040219-813
-9150050.2611,3067797.371,181482,2004/02/19 00:00:00+00,,,0.5,Redfish Pass (Pine Island Sound) ,26.5535,-82.1963,Karenia brevis,0,HABW040219-814
-9142191.105,3065868.5817,181483,2004/02/19 00:00:00+00,,,0.5,"Regla Island; W of (Pine Island Sound) ",26.538,-82.1257,Karenia brevis,0,HABW040219-815
-9148402.7326,3059648.4555,181484,2004/02/19 00:00:00+00,,,0.5,"Buck Key; S of (Blind Pass) ",26.488,-82.1815,Karenia brevis,0,HABW040219-816
-9142380.6821,3059660.8931,181485,2004/02/19 00:00:00+00,,,0.5,"Pine isl Sound; mkr 22 and 23 ICW",26.4881,-82.127403,Karenia brevis,0,HABW040219-817
-9107416.0093,3085505.9014,181486,2004/02/19 00:00:00+00,16:38,GMT,0.5,BCCR01,26.69571,-81.81331,Karenia brevis,0,HABW040219-818
-9107416.0093,3085505.9014,181487,2004/02/19 00:00:00+00,16:38,GMT,20,BCCR01,26.69571,-81.81331,Karenia brevis,0,HABW040219-819
-9113517.4306,3080146.5616,181488,2004/02/19 00:00:00+00,17:01,GMT,0.5,BCCR02,26.65269,-81.86812,Karenia brevis,0,HABW040219-820
-9113517.4306,3080146.5616,181489,2004/02/19 00:00:00+00,17:01,GMT,20,BCCR02,26.65269,-81.86812,Karenia brevis,0,HABW040219-821
-9123725.4279,3065216.5854,181490,2004/02/19 00:00:00+00,18:00,GMT,0.5,BCCR03,26.53276,-81.95982,Karenia brevis,0,HABW040219-822
-9123725.4279,3065216.5854,181491,2004/02/19 00:00:00+00,18:00,GMT,20,BCCR03,26.53276,-81.95982,Karenia brevis,0,HABW040219-823
-9127494.7059,3064705.2122,181492,2004/02/19 00:00:00+00,18:10,GMT,0.5,BCCR04,26.52865,-81.99368,Karenia brevis,0,HABW040219-824
-9127494.7059,3064705.2122,181493,2004/02/19 00:00:00+00,18:10,GMT,20,BCCR04,26.52865,-81.99368,Karenia brevis,0,HABW040219-825
-9129949.3006,3059822.5822,181494,2004/02/19 00:00:00+00,18:35,GMT,0.5,BCCR05,26.4894,-82.01573,Karenia brevis,0,HABW040219-826
-9129949.3006,3059822.5822,181495,2004/02/19 00:00:00+00,18:35,GMT,20,BCCR05,26.4894,-82.01573,Karenia brevis,0,HABW040219-827
-9128753.7293,3057370.0786,181496,2004/02/19 00:00:00+00,18:45,GMT,0.5,BCCR06,26.46968,-82.00499,Karenia brevis,0,HABW040219-828
-9128753.7293,3057370.0786,181497,2004/02/19 00:00:00+00,18:45,GMT,20,BCCR06,26.46968,-82.00499,Karenia brevis,0,HABW040219-829
-9204463.2282,3206954.0576,181498,2004/02/19 00:00:00+00,15:20,GMT,0.5,Tarpon Key,27.6662,-82.6851,Karenia brevis,26000,HABW040220-001
-9201847.2202,3178765.5434,181499,2004/02/19 00:00:00+00,,,0.5,"Sarasota Bay; Tidy Island",27.4417,-82.6616,Karenia brevis,204300,HABW040220-002
-9175157.259,3238644.433,181500,2004/02/20 00:00:00+00,,,0,"Port of Tampa; Eastern Terminal",27.91804,-82.42184,Karenia brevis,0,HABW040220-010
-9175888.6281,3238202.2454,181501,2004/02/20 00:00:00+00,,,0,"Port of Tampa; Hooker's Point East",27.91453,-82.42841,Karenia brevis,0,HABW040220-014
-9192694.5316,3165231.64,181502,2004/02/20 00:00:00+00,18:45,GMT,0.5,New Pass Dock (Sarasota Bay)  ,27.33375,-82.57938,Karenia brevis,403000,HABW040220-801
-9165330.7536,3084009.5178,181503,2004/02/22 00:00:00+00,20:35,GMT,0.5,Boca Grande Pass off 4.5,26.6837,-82.333567,Karenia brevis,0,HABW040224-005
-9169642.4915,3081845.9586,181504,2004/02/22 00:00:00+00,20:30,GMT,0.5,Boca Grande Pass off 7 mi,26.666333,-82.3723,Karenia brevis,0,HABW040224-006
-9176501.6645,3079271.8431,181505,2004/02/22 00:00:00+00,20:15,GMT,0.5,Boca Grande Pass off 10 mi,26.645667,-82.433917,Karenia brevis,0,HABW040224-007
-9181735.4617,3077281.2277,181506,2004/02/22 00:00:00+00,20:00,GMT,0.5,Boca Grande Pass off 13.6 mi,26.629683,-82.480933,Karenia brevis,300,HABW040224-008
-9184726.2825,3074853.1136,181507,2004/02/22 00:00:00+00,19:30,GMT,0.5,Boca Grande Pass off 15 mi,26.610183,-82.5078,Karenia brevis,0,HABW040224-009
-9192694.5316,3165231.64,181508,2004/02/23 00:00:00+00,18:20,GMT,0.5,New Pass Dock (Sarasota Bay)  ,27.33375,-82.57938,Karenia brevis,43000,HABW040223-801
-9192529.7788,3164962.2243,181509,2004/02/23 00:00:00+00,18:15,GMT,0.5,Bay Dock (Sarasota Bay)  ,27.3316,-82.5779,Karenia brevis,310000,HABW040223-802
-9189520.8129,3199471.2606,181510,2004/02/23 00:00:00+00,,,0.3,Bishop Harbor 1,27.60665,-82.55087,Karenia brevis,0,HABW040224-001
-9190748.6669,3199578.0393,181511,2004/02/23 00:00:00+00,,,0.7,Bishop Harbor 2,27.6075,-82.5619,Karenia brevis,0,HABW040224-002
-9191739.4104,3199678.5377,181512,2004/02/23 00:00:00+00,,,1.3,Bishop Harbor 3,27.6083,-82.5708,Karenia brevis,3300,HABW040224-003
-9192529.7788,3200281.5433,181513,2004/02/23 00:00:00+00,,,2.3,Bishop Harbor 4,27.6131,-82.5779,Karenia brevis,16300,HABW040224-004
-9111032.7796,3040016.8086,181514,2004/02/23 00:00:00+00,13:15,GMT,0.5,Barefoot Beach  ,26.33005,-81.8458,Karenia brevis,0,HABW040224-010
-9107815.6463,3024778.6725,181515,2004/02/23 00:00:00+00,14:45,GMT,0.5,Seagate  ,26.2073,-81.8169,Karenia brevis,0,HABW040224-011
-9106635.6597,3015393.0375,181516,2004/02/23 00:00:00+00,15:50,GMT,0.5,Naples Pier  ,26.13163,-81.8063,Karenia brevis,0,HABW040224-012
-9097924.9095,2988142.5262,181517,2004/02/23 00:00:00+00,17:10,GMT,0.5,South Marco Beach ,25.91165,-81.72805,Karenia brevis,0,HABW040224-013
-9095125.2243,2996653.602,181518,2004/02/23 00:00:00+00,17:10,GMT,0.5,951 Boat Ramp (Big Marco Pass) ,25.9804,-81.7029,Karenia brevis,0,HABW040224-014
-9097897.0797,2995774.4098,181519,2004/02/23 00:00:00+00,,,0.5,Snook Inn  (Big Marco Pass) ,25.9733,-81.7278,Karenia brevis,0,HABW040224-015
-9096705.9611,2988235.3475,181520,2004/02/23 00:00:00+00,,,0.5,Caxambas Park ,25.9124,-81.7171,Karenia brevis,0,HABW040224-016
-9088479.4507,2989423.5123,181521,2004/02/23 00:00:00+00,,,0.5,Goodland ,25.922,-81.6432,Karenia brevis,0,HABW040224-017
-9190029.543,3199435.3329,181522,2004/02/24 00:00:00+00,,,0.5,Bishop Harbor Ulva 1,27.606364,-82.55544,Karenia brevis,0,HABW040224-020
-9190125.2778,3199578.0393,181523,2004/02/24 00:00:00+00,18:30,GMT,0.5,Bishop Harbor Ulva 2,27.6075,-82.5563,Karenia brevis,0,HABW040224-021
-9190426.8423,3199648.2625,181524,2004/02/24 00:00:00+00,18:30,GMT,0.5,Bishop Harbor Ulva 3,27.608059,-82.559009,Karenia brevis,0,HABW040224-022
-9190381.3126,3199992.5998,181525,2004/02/24 00:00:00+00,,,0.5,Bishop Harbor Ulva 4,27.6108,-82.5586,Karenia brevis,0,HABW040224-023
-9200644.9697,3199326.7966,181526,2004/02/25 00:00:00+00,15:25,GMT,0.5,"Skyway Fishing Pier; South (Lower Tampa Bay)  ",27.6055,-82.6508,Karenia brevis,1330,HABW040225-006
-9210875.2309,3191025.8026,181527,2004/02/25 00:00:00+00,16:31,GMT,0.5,"Anna Maria Island; North end  ",27.5394,-82.7427,Karenia brevis,333,HABW040225-007
-9204783.8283,3179307.4255,181528,2004/02/25 00:00:00+00,17:29,GMT,0.5,Longboat Pass Boat Ramp (Sarasota Bay)  ,27.44602,-82.68798,Karenia brevis,2330,HABW040225-008
-9204607.9435,3181788.814,181529,2004/02/25 00:00:00+00,18:01,GMT,0.5,"Cortez; dock at Bells Fish Co.",27.4658,-82.6864,Karenia brevis,9670,HABW040225-009
-9202292.4981,3202718.9603,181530,2004/02/25 00:00:00+00,19:17,GMT,0.5,"Skyway Fishing Pier; North (Lower Tampa Bay)  ",27.6325,-82.6656,Karenia brevis,1330,HABW040225-010
-9189557.5484,3199527.7904,181531,2004/02/26 00:00:00+00,17:08,GMT,0.5,"Bishop Harbor; Site 1",27.6071,-82.5512,Karenia brevis,0,HABW040226-001
-9190258.8612,3199540.3526,181532,2004/02/26 00:00:00+00,17:28,GMT,0.6,"Bishop Harbor; Site 2",27.6072,-82.5575,Karenia brevis,0,HABW040226-002
-9191305.2644,3199578.0393,181533,2004/02/26 00:00:00+00,17:41,GMT,0.3,"Bishop Harbor; Site 3",27.6075,-82.5669,Karenia brevis,0,HABW040226-003
-9210474.4807,3200306.6691,181534,2004/02/26 00:00:00+00,17:18,GMT,0.5,"Mullet Key; Gulf Pier  ",27.6133,-82.7391,Karenia brevis,0,HABW040226-004
-9210274.1056,3208965.2433,181535,2004/02/26 00:00:00+00,18:05,GMT,0.5,Pass-A-Grille,27.6822,-82.7373,Karenia brevis,2670,HABW040226-005
-9220738.1377,3226600.8889,181536,2004/02/26 00:00:00+00,19:20,GMT,0.5,Redington Pier  ,27.8224,-82.8313,Karenia brevis,7330,HABW040226-006
-9220804.9294,3246137.3505,181537,2004/02/26 00:00:00+00,20:44,GMT,0.5,Clearwater Pier 60 ,27.9775,-82.8319,Karenia brevis,8330,HABW040226-007
-9190262.5347,3199534.0715,181538,2004/02/26 00:00:00+00,17:28,GMT,0.6,Bishop Harbor 2 Ulva water,27.60715,-82.557533,Karenia brevis,0,HABW040226-008
-9191305.2644,3199578.0393,181539,2004/02/26 00:00:00+00,17:41,GMT,0.3,Bishop Harbor 3 Ulva water,27.6075,-82.5669,Karenia brevis,0,HABW040226-009
-9192529.7788,3164962.2243,181540,2004/02/26 00:00:00+00,15:40,GMT,0.5,Bay Dock (Sarasota Bay)  ,27.3316,-82.5779,Karenia brevis,26000,HABW040226-801
-9192694.5316,3165231.64,181541,2004/02/26 00:00:00+00,15:45,GMT,0.5,New Pass Dock (Sarasota Bay)  ,27.33375,-82.57938,Karenia brevis,7000,HABW040226-802
-9192106.7647,3165288.03,181542,2004/02/26 00:00:00+00,15:44,GMT,0.5,Mote pelman267,27.3342,-82.5741,Karenia brevis,2000,HABW040226-803
-9192106.7647,3165288.03,181543,2004/02/26 00:00:00+00,15:48,GMT,0.5,Mote pelman268,27.3342,-82.5741,Karenia brevis,4000,HABW040226-804
-9194290.5192,3205190.3643,181544,2004/02/27 00:00:00+00,16:18,GMT,0.3,Tampa Bay,27.652167,-82.593717,Karenia brevis,2000,HABW040227-001
-9194290.5192,3205190.3643,181545,2004/02/27 00:00:00+00,16:18,GMT,7,Tampa Bay,27.652167,-82.593717,Karenia brevis,0,HABW040227-002
-9191817.334,3203636.2446,181546,2004/02/27 00:00:00+00,16:04,GMT,0.3,Tampa Bay,27.6398,-82.5715,Karenia brevis,0,HABW040227-003
-9191817.334,3203636.2446,181547,2004/02/27 00:00:00+00,16:04,GMT,12.9,Tampa Bay,27.6398,-82.5715,Karenia brevis,333,HABW040227-004
-9191971.2889,3201290.7575,181548,2004/02/27 00:00:00+00,15:40,GMT,0.3,Tampa Bay,27.621133,-82.572883,Karenia brevis,333,HABW040227-005
-9191971.2889,3201290.7575,181549,2004/02/27 00:00:00+00,15:40,GMT,2.1,Tampa Bay,27.621133,-82.572883,Karenia brevis,667,HABW040227-006
-9193123.4456,3200306.6691,181550,2004/02/27 00:00:00+00,15:21,GMT,0.4,Tampa Bay,27.6133,-82.583233,Karenia brevis,333,HABW040227-007
-9193123.4456,3200306.6691,181551,2004/02/27 00:00:00+00,15:21,GMT,2.5,Tampa Bay,27.6133,-82.583233,Karenia brevis,0,HABW040227-008
-9197939.906,3202934.7051,181552,2004/02/27 00:00:00+00,15:04,GMT,0.6,Tampa Bay,27.634217,-82.6265,Karenia brevis,1000,HABW040227-009
-9197939.906,3202934.7051,181553,2004/02/27 00:00:00+00,15:04,GMT,14.2,Tampa Bay,27.634217,-82.6265,Karenia brevis,0,HABW040227-010
-9201799.0188,3201523.19,181554,2004/02/27 00:00:00+00,14:47,GMT,0.5,Tampa Bay,27.622983,-82.661167,Karenia brevis,667,HABW040227-011
-9201791.5604,3201525.3259,181555,2004/02/27 00:00:00+00,14:47,GMT,8.8,Tampa Bay,27.623,-82.6611,Karenia brevis,333,HABW040227-012
-9203672.8598,3200275.2619,181556,2004/02/27 00:00:00+00,14:21,GMT,0.6,Tampa Bay,27.61305,-82.678,Karenia brevis,333,HABW040227-013
-9203672.8598,3200275.2619,181557,2004/02/27 00:00:00+00,14:21,GMT,9.1,Tampa Bay,27.61305,-82.678,Karenia brevis,0,HABW040227-014
-9189524.1525,3199464.9796,181558,2004/02/27 00:00:00+00,15:30,GMT,0.4,Bishop Harbor 1,27.6066,-82.5509,Karenia brevis,0,HABW040227-015
-9190748.6669,3199578.0393,181559,2004/02/27 00:00:00+00,15:20,GMT,0.5,Bishop Harbor 2,27.6075,-82.5619,Karenia brevis,0,HABW040227-016
-9191739.4104,3199678.5377,181560,2004/02/27 00:00:00+00,15:50,GMT,1.4,Bishop Harbor 3,27.6083,-82.5708,Karenia brevis,0,HABW040227-017
-9192529.7788,3164962.2243,181561,2004/02/27 00:00:00+00,19:00,GMT,0.5,Bay Dock (Sarasota Bay)  ,27.3316,-82.5779,Karenia brevis,8000,HABW040227-801
-9192694.5316,3165231.64,181562,2004/02/27 00:00:00+00,19:00,GMT,0.5,New Pass Dock (Sarasota Bay)  ,27.33375,-82.57938,Karenia brevis,34000,HABW040227-802
-9192529.7788,3164962.2243,181563,2004/03/01 00:00:00+00,19:00,GMT,0.5,Bay Dock (Sarasota Bay)  ,27.3316,-82.5779,Karenia brevis,1000,HABW040301-801
-9192694.5316,3165231.64,181564,2004/03/01 00:00:00+00,19:00,GMT,0.5,New Pass Dock (Sarasota Bay)  ,27.33375,-82.57938,Karenia brevis,0,HABW040301-802
-9152799.8525,3074730.7228,181565,2004/03/01 00:00:00+00,,,0.5,Captiva Pass ,26.6092,-82.221,Karenia brevis,0,HABW040301-803
-9156952.0695,3087498.4171,181566,2004/03/01 00:00:00+00,,,0.5,Boca Grande Pass ,26.7117,-82.2583,Karenia brevis,0,HABW040301-804
-9111032.7796,3040016.8086,181567,2004/03/01 00:00:00+00,12:00,GMT,0.5,Barefoot Beach  ,26.33005,-81.8458,Karenia brevis,0,HABW040302-001
-9107815.6463,3024778.6725,181568,2004/03/01 00:00:00+00,14:00,GMT,0.5,Seagate  ,26.2073,-81.8169,Karenia brevis,0,HABW040302-002
-9106635.6597,3015393.0375,181569,2004/03/01 00:00:00+00,15:15,GMT,0.5,Naples Pier  ,26.13163,-81.8063,Karenia brevis,0,HABW040302-003
-9097924.9095,2988142.5262,181570,2004/03/01 00:00:00+00,17:30,GMT,0.5,South Marco Beach ,25.91165,-81.72805,Karenia brevis,0,HABW040302-004
-9189524.1525,3199464.9796,181571,2004/03/01 00:00:00+00,,,0,Bishop Harbor 1,27.6066,-82.5509,Karenia brevis,0,HABW040302-040
-9190748.6669,3199578.0393,181572,2004/03/01 00:00:00+00,,,0.5,Bishop Harbor 2,27.6075,-82.5619,Karenia brevis,0,HABW040302-041
-9191739.4104,3199678.5377,181573,2004/03/01 00:00:00+00,,,0.5,Bishop Harbor 3,27.6083,-82.5708,Karenia brevis,0,HABW040302-042
-9192529.7788,3200281.5433,181574,2004/03/01 00:00:00+00,,,0.5,Bishop Harbor 4,27.6131,-82.5779,Karenia brevis,0,HABW040302-043
-9095125.2243,2996653.602,181575,2004/03/01 00:00:00+00,17:30,GMT,0.5,951 Boat Ramp (Big Marco Pass) ,25.9804,-81.7029,Karenia brevis,0,HABW040303-001
-9097897.0797,2995774.4098,181576,2004/03/01 00:00:00+00,,,0.5,Snook Inn  (Big Marco Pass) ,25.9733,-81.7278,Karenia brevis,0,HABW040303-002
-9159423.3622,3100522.959,181577,2004/03/02 00:00:00+00,,,0.5,Gasparilla Pass ,26.816167,-82.2805,Karenia brevis,0,HABW040302-801
-9174585.0769,3071506.3569,181578,2004/03/02 00:00:00+00,,,0.5,"Captiva Pass; nearshore",26.5833,-82.4167,Karenia brevis,0,HABW040302-802
-9156952.0695,3087498.4171,181579,2004/03/02 00:00:00+00,,,0.5,Boca Grande Pass ,26.7117,-82.2583,Karenia brevis,0,HABW040302-803
-9200644.9697,3199326.7966,181580,2004/03/03 00:00:00+00,14:58,GMT,0.5,"Skyway Fishing Pier; South (Lower Tampa Bay)  ",27.6055,-82.6508,Karenia brevis,0,HABW040303-005
-9210875.2309,3191025.8026,181581,2004/03/03 00:00:00+00,16:15,GMT,0.5,"Anna Maria Island; North end  ",27.5394,-82.7427,Karenia brevis,0,HABW040303-006
-9204783.8283,3179307.4255,181582,2004/03/03 00:00:00+00,16:50,GMT,0.5,Longboat Pass Boat Ramp (Sarasota Bay)  ,27.44602,-82.68798,Karenia brevis,0,HABW040303-007
-9204607.9435,3181788.814,181583,2004/03/03 00:00:00+00,17:14,GMT,0.5,"Cortez; dock at Bells Fish Co.",27.4658,-82.6864,Karenia brevis,0,HABW040303-008
-9202292.4981,3202718.9603,181584,2004/03/03 00:00:00+00,18:35,GMT,0.5,"Skyway Fishing Pier; North (Lower Tampa Bay)  ",27.6325,-82.6656,Karenia brevis,0,HABW040303-009
-9190982.4379,3166127.6413,181585,2004/03/03 00:00:00+00,14:02,GMT,0.5,"Lido Key; SW of",27.3409,-82.564,Karenia brevis,0,HABW040303-801
-9190982.4379,3166127.6413,181586,2004/03/03 00:00:00+00,14:02,GMT,20,"Lido Key; SW of",27.3409,-82.564,Karenia brevis,0,HABW040303-802
-9205298.1244,3156807.0399,181587,2004/03/03 00:00:00+00,14:57,GMT,0.5,"Siesta Key; W of",27.2665,-82.6926,Karenia brevis,1000,HABW040303-803
-9205298.1244,3156807.0399,181588,2004/03/03 00:00:00+00,14:57,GMT,20,"Siesta Key; W of",27.2665,-82.6926,Karenia brevis,1000,HABW040303-804
-9221350.3949,3148518.9525,181589,2004/03/03 00:00:00+00,15:53,GMT,0.5,"Bird Keys; SW of",27.2003,-82.8368,Karenia brevis,0,HABW040303-805
-9221350.3949,3148518.9525,181590,2004/03/03 00:00:00+00,15:53,GMT,20,"Bird Keys; SW of",27.2003,-82.8368,Karenia brevis,0,HABW040303-806
-9237569.6448,3139973.1064,181591,2004/03/03 00:00:00+00,17:07,GMT,0.5,ECO30 ,27.132,-82.9825,Karenia brevis,0,HABW040303-807
-9237569.6448,3139973.1064,181592,2004/03/03 00:00:00+00,17:07,GMT,20,ECO30 ,27.132,-82.9825,Karenia brevis,0,HABW040303-808
-9229158.344,3121456.6633,181593,2004/03/03 00:00:00+00,18:20,GMT,0.5,HG01,26.98387,-82.90694,Karenia brevis,0,HABW040303-809
-9229158.344,3121456.6633,181594,2004/03/03 00:00:00+00,18:20,GMT,20,HG01,26.98387,-82.90694,Karenia brevis,0,HABW040303-810
-9213013.6783,3107165.7067,181595,2004/03/03 00:00:00+00,19:25,GMT,0.5,HG02,26.86941,-82.76191,Karenia brevis,0,HABW040303-811
-9213013.6783,3107165.7067,181596,2004/03/03 00:00:00+00,19:25,GMT,20,HG02,26.86941,-82.76191,Karenia brevis,0,HABW040303-812
-9196915.7667,3092449.1424,181597,2004/03/03 00:00:00+00,20:37,GMT,0.5,HG03,26.75142,-82.6173,Karenia brevis,0,HABW040303-813
-9196915.7667,3092449.1424,181598,2004/03/03 00:00:00+00,20:37,GMT,20,HG03,26.75142,-82.6173,Karenia brevis,0,HABW040303-814
-9180925.8351,3078439.0236,181599,2004/03/03 00:00:00+00,22:14,GMT,0.5,HG04,26.63898,-82.47366,Karenia brevis,0,HABW040303-815
-9180925.8351,3078439.0236,181600,2004/03/03 00:00:00+00,22:14,GMT,20,HG04,26.63898,-82.47366,Karenia brevis,0,HABW040303-816
-9164699.9061,3064145.3355,181601,2004/03/03 00:00:00+00,23:19,GMT,0.5,HG05,26.52415,-82.3279,Karenia brevis,0,HABW040303-817
-9164699.9061,3064145.3355,181602,2004/03/03 00:00:00+00,23:19,GMT,20,HG05,26.52415,-82.3279,Karenia brevis,0,HABW040303-818
-9205401.6515,3156544.049,181603,2004/03/03 00:00:00+00,14:31,GMT,0.5,ECO05FT ,27.2644,-82.69353,Karenia brevis,0,HABW040303-819
-9221224.6039,3148870.6579,181604,2004/03/03 00:00:00+00,15:23,GMT,0.5,ECO15FT ,27.20311,-82.83567,Karenia brevis,0,HABW040303-820
-9238990.0815,3140990.0759,181605,2004/03/03 00:00:00+00,16:36,GMT,0.5,ECO25FT ,27.14013,-82.99526,Karenia brevis,0,HABW040303-821
-9237076.4994,3129496.2438,181606,2004/03/03 00:00:00+00,17:53,GMT,0.5,FT01,27.04821,-82.97807,Karenia brevis,0,HABW040303-822
-9220940.7392,3115731.5476,181607,2004/03/03 00:00:00+00,18:58,GMT,0.5,FT02,26.93803,-82.83312,Karenia brevis,0,HABW040303-823
-9205135.5979,3100586.9475,181608,2004/03/03 00:00:00+00,20:04,GMT,0.5,FT03,26.81668,-82.69114,Karenia brevis,0,HABW040303-824
